stn;time;gor000za;gre000z0
LUZ;201706151320;33;281
LUZ;201706151330;330;758
LUZ;201706151340;233;865
LUZ;201706151350;297;713
LUZ;201706151400;76;317
LUZ;201706151410;122;359
LUZ;201706151420;88;298
LUZ;201706151430;108;407
LUZ;201706151440;179;618
LUZ;201706151450;218;603
LUZ;201706151500;33;763
LUZ;201706151510;56;750
LUZ;201706151520;52;237
LUZ;201706151530;22;231
LUZ;201706151540;9;266
LUZ;201706151550;178;521
LUZ;201706151600;106;625
LUZ;201706151610;47;611
LUZ;201706151620;48;505
LUZ;201706151630;22;412
LUZ;201706151640;24;348
LUZ;201706151650;50;229
LUZ;201706151700;57;226
LUZ;201706151710;52;314
LUZ;201706151720;38;176
LUZ;201706151730;8;98
LUZ;201706151740;4;85
LUZ;201706151750;4;70
LUZ;201706151800;1;63
LUZ;201706151810;2;59
LUZ;201706151820;2;53
LUZ;201706151830;3;43
LUZ;201706151840;3;32
LUZ;201706151850;2;23
LUZ;201706151900;1;19
LUZ;201706151910;3;14
LUZ;201706151920;2;5
LUZ;201706151930;0;1
LUZ;201706151940;0;0
LUZ;201706151950;0;0
LUZ;201706152000;0;0
LUZ;201706152010;0;0
LUZ;201706152020;0;0
LUZ;201706152030;0;0
LUZ;201706152040;0;0
LUZ;201706152050;0;0
LUZ;201706152100;0;0
LUZ;201706152110;0;0
LUZ;201706152120;0;0
LUZ;201706152130;0;0
LUZ;201706152140;0;0
LUZ;201706152150;0;0
LUZ;201706152200;0;0
LUZ;201706152210;0;0
LUZ;201706152220;0;0
LUZ;201706152230;0;0
LUZ;201706152240;0;0
LUZ;201706152250;1;0
LUZ;201706152300;1;0
LUZ;201706152310;0;0
LUZ;201706152320;0;0
LUZ;201706152330;0;0
LUZ;201706152340;0;0
LUZ;201706152350;0;0
LUZ;201706160000;0;0
LUZ;201706160010;0;0
LUZ;201706160020;0;0
LUZ;201706160030;1;0
LUZ;201706160040;0;0
LUZ;201706160050;0;0
LUZ;201706160100;0;0
LUZ;201706160110;0;0
LUZ;201706160120;0;0
LUZ;201706160130;0;0
LUZ;201706160140;0;0
LUZ;201706160150;0;0
LUZ;201706160200;0;0
LUZ;201706160210;0;0
LUZ;201706160220;0;0
LUZ;201706160230;0;0
LUZ;201706160240;0;0
LUZ;201706160250;0;0
LUZ;201706160300;0;0
LUZ;201706160310;0;0
LUZ;201706160320;0;0
LUZ;201706160330;0;0
LUZ;201706160340;1;1
LUZ;201706160350;1;4
LUZ;201706160400;2;10
LUZ;201706160410;1;13
LUZ;201706160420;2;18
LUZ;201706160430;2;23
LUZ;201706160440;2;25
LUZ;201706160450;6;44
LUZ;201706160500;13;45
LUZ;201706160510;3;34
LUZ;201706160520;6;48
LUZ;201706160530;11;58
LUZ;201706160540;67;167
LUZ;201706160550;14;260
LUZ;201706160600;21;275
LUZ;201706160610;65;266
LUZ;201706160620;63;318
LUZ;201706160630;56;254
LUZ;201706160640;92;381
LUZ;201706160650;14;215
LUZ;201706160700;30;218
LUZ;201706160710;74;229
LUZ;201706160720;51;203
LUZ;201706160730;55;180
LUZ;201706160740;16;157
LUZ;201706160750;14;157
LUZ;201706160800;12;150
LUZ;201706160810;24;189
LUZ;201706160820;169;295
LUZ;201706160830;238;638
LUZ;201706160840;229;464
LUZ;201706160850;146;418
LUZ;201706160900;163;370
LUZ;201706160910;272;765
LUZ;201706160920;229;472
LUZ;201706160930;216;507
LUZ;201706160940;216;671
LUZ;201706160950;331;765
LUZ;201706161000;313;787
LUZ;201706161010;225;711
LUZ;201706161020;38;543
LUZ;201706161030;58;612
LUZ;201706161040;151;849
LUZ;201706161050;39;972
LUZ;201706161100;384;616
LUZ;201706161110;220;925
LUZ;201706161120;352;694
LUZ;201706161130;355;787
LUZ;201706161140;4;981
LUZ;201706161150;161;950
LUZ;201706161200;15;1000
LUZ;201706161210;310;845
LUZ;201706161220;75;994
LUZ;201706161230;305;793
LUZ;201706161240;409;571
LUZ;201706161250;219;279
LUZ;201706161300;232;453
LUZ;201706161310;192;535
LUZ;201706161320;159;370
LUZ;201706161330;245;440
LUZ;201706161340;11;260
LUZ;201706161350;277;428
LUZ;201706161400;12;228
LUZ;201706161410;17;261
LUZ;201706161420;49;294
LUZ;201706161430;27;239
LUZ;201706161440;175;352
LUZ;201706161450;28;317
LUZ;201706161500;120;449
LUZ;201706161510;144;566
LUZ;201706161520;123;417
LUZ;201706161530;61;408
LUZ;201706161540;66;292
LUZ;201706161550;84;317
LUZ;201706161600;77;264
LUZ;201706161610;55;263
LUZ;201706161620;80;266
LUZ;201706161630;16;175
LUZ;201706161640;21;142
LUZ;201706161650;7;117
LUZ;201706161700;5;125
LUZ;201706161710;11;142
LUZ;201706161720;23;144
LUZ;201706161730;8;133
LUZ;201706161740;17;114
LUZ;201706161750;9;90
LUZ;201706161800;8;70
LUZ;201706161810;6;49
LUZ;201706161820;14;62
LUZ;201706161830;6;55
LUZ;201706161840;4;71
LUZ;201706161850;5;43
LUZ;201706161900;7;26
LUZ;201706161910;2;10
LUZ;201706161920;1;4
LUZ;201706161930;1;2
LUZ;201706161940;0;1
LUZ;201706161950;1;0
LUZ;201706162000;0;0
LUZ;201706162010;0;0
LUZ;201706162020;0;0
LUZ;201706162030;0;0
LUZ;201706162040;0;0
LUZ;201706162050;0;0
LUZ;201706162100;0;0
LUZ;201706162110;0;0
LUZ;201706162120;0;0
LUZ;201706162130;0;0
LUZ;201706162140;0;0
LUZ;201706162150;0;0
LUZ;201706162200;0;0
LUZ;201706162210;0;0
LUZ;201706162220;0;0
LUZ;201706162230;0;0
LUZ;201706162240;0;0
LUZ;201706162250;0;0
LUZ;201706162300;0;0
LUZ;201706162310;0;0
LUZ;201706162320;0;0
LUZ;201706162330;0;0
LUZ;201706162340;0;0
LUZ;201706162350;0;0
LUZ;201706170000;0;0
LUZ;201706170010;0;0
LUZ;201706170020;0;0
LUZ;201706170030;0;0
LUZ;201706170040;0;0
LUZ;201706170050;0;0
LUZ;201706170100;0;0
LUZ;201706170110;0;0
LUZ;201706170120;0;0
LUZ;201706170130;0;0
LUZ;201706170140;0;0
LUZ;201706170150;0;0
LUZ;201706170200;0;0
LUZ;201706170210;0;0
LUZ;201706170220;0;0
LUZ;201706170230;0;0
LUZ;201706170240;0;0
LUZ;201706170250;0;0
LUZ;201706170300;0;0
LUZ;201706170310;0;0
LUZ;201706170320;0;1
LUZ;201706170330;1;2
LUZ;201706170340;1;4
LUZ;201706170350;2;9
LUZ;201706170400;1;14
LUZ;201706170410;3;22
LUZ;201706170420;2;29
LUZ;201706170430;12;46
LUZ;201706170440;13;86
LUZ;201706170450;8;119
LUZ;201706170500;9;145
LUZ;201706170510;8;174
LUZ;201706170520;9;204
LUZ;201706170530;9;234
LUZ;201706170540;8;264
LUZ;201706170550;8;292
LUZ;201706170600;9;322
LUZ;201706170610;8;351
LUZ;201706170620;8;379
LUZ;201706170630;9;410
LUZ;201706170640;8;439
LUZ;201706170650;8;466
LUZ;201706170700;9;495
LUZ;201706170710;6;523
LUZ;201706170720;8;549
LUZ;201706170730;9;581
LUZ;201706170740;9;616
LUZ;201706170750;7;645
LUZ;201706170800;9;670
LUZ;201706170810;7;698
LUZ;201706170820;7;719
LUZ;201706170830;7;743
LUZ;201706170840;5;765
LUZ;201706170850;6;782
LUZ;201706170900;20;790
LUZ;201706170910;5;822
LUZ;201706170920;4;840
LUZ;201706170930;8;860
LUZ;201706170940;3;884
LUZ;201706170950;7;899
LUZ;201706171000;12;912
LUZ;201706171010;5;917
LUZ;201706171020;7;919
LUZ;201706171030;4;929
LUZ;201706171040;6;943
LUZ;201706171050;4;943
LUZ;201706171100;5;944
LUZ;201706171110;6;954
LUZ;201706171120;2;956
LUZ;201706171130;4;956
LUZ;201706171140;4;955
LUZ;201706171150;4;952
LUZ;201706171200;3;951
LUZ;201706171210;7;941
LUZ;201706171220;4;938
LUZ;201706171230;4;931
LUZ;201706171240;4;921
LUZ;201706171250;5;915
LUZ;201706171300;3;903
LUZ;201706171310;12;887
LUZ;201706171320;8;860
LUZ;201706171330;6;860
LUZ;201706171340;28;842
LUZ;201706171350;84;773
LUZ;201706171400;10;821
LUZ;201706171410;20;783
LUZ;201706171420;12;734
LUZ;201706171430;7;749
LUZ;201706171440;21;709
LUZ;201706171450;6;693
LUZ;201706171500;5;675
LUZ;201706171510;15;642
LUZ;201706171520;9;624
LUZ;201706171530;11;605
LUZ;201706171540;8;569
LUZ;201706171550;11;536
LUZ;201706171600;6;518
LUZ;201706171610;14;483
LUZ;201706171620;6;459
LUZ;201706171630;13;430
LUZ;201706171640;10;395
LUZ;201706171650;8;363
LUZ;201706171700;8;338
LUZ;201706171710;20;298
LUZ;201706171720;9;282
LUZ;201706171730;11;251
LUZ;201706171740;5;226
LUZ;201706171750;8;202
LUZ;201706171800;8;175
LUZ;201706171810;11;145
LUZ;201706171820;6;117
LUZ;201706171830;5;97
LUZ;201706171840;9;69
LUZ;201706171850;5;33
LUZ;201706171900;2;24
LUZ;201706171910;2;17
LUZ;201706171920;2;10
LUZ;201706171930;1;5
LUZ;201706171940;1;2
LUZ;201706171950;1;0
LUZ;201706172000;0;0
LUZ;201706172010;0;0
LUZ;201706172020;1;0
LUZ;201706172030;1;0
LUZ;201706172040;0;0
LUZ;201706172050;0;0
LUZ;201706172100;0;0
LUZ;201706172110;0;0
LUZ;201706172120;0;0
LUZ;201706172130;0;0
LUZ;201706172140;0;0
LUZ;201706172150;0;0
LUZ;201706172200;0;0
LUZ;201706172210;0;0
LUZ;201706172220;0;0
LUZ;201706172230;0;0
LUZ;201706172240;0;0
LUZ;201706172250;0;0
LUZ;201706172300;0;0
LUZ;201706172310;0;0
LUZ;201706172320;0;0
LUZ;201706172330;0;0
LUZ;201706172340;0;0
LUZ;201706172350;0;0
LUZ;201706180000;0;0
LUZ;201706180010;0;0
LUZ;201706180020;-;0
LUZ;201706180030;0;0
LUZ;201706180040;0;0
LUZ;201706180050;0;0
LUZ;201706180100;0;0
LUZ;201706180110;0;0
LUZ;201706180120;0;0
LUZ;201706180130;0;0
LUZ;201706180140;0;0
LUZ;201706180150;0;0
LUZ;201706180200;0;0
LUZ;201706180210;0;0
LUZ;201706180220;0;0
LUZ;201706180230;0;0
LUZ;201706180240;0;0
LUZ;201706180250;0;0
LUZ;201706180300;0;0
LUZ;201706180310;0;0
LUZ;201706180320;0;0
LUZ;201706180330;1;2
LUZ;201706180340;1;5
LUZ;201706180350;4;13
LUZ;201706180400;4;25
LUZ;201706180410;4;39
LUZ;201706180420;5;55
LUZ;201706180430;7;77
LUZ;201706180440;8;102
LUZ;201706180450;7;129
LUZ;201706180500;8;155
LUZ;201706180510;8;182
LUZ;201706180520;8;210
LUZ;201706180530;9;239
LUZ;201706180540;9;270
LUZ;201706180550;9;299
LUZ;201706180600;8;329
LUZ;201706180610;9;358
LUZ;201706180620;10;389
LUZ;201706180630;9;420
LUZ;201706180640;8;449
LUZ;201706180650;11;484
LUZ;201706180700;8;513
LUZ;201706180710;8;538
LUZ;201706180720;9;569
LUZ;201706180730;7;595
LUZ;201706180740;8;621
LUZ;201706180750;9;649
LUZ;201706180800;6;674
LUZ;201706180810;8;700
LUZ;201706180820;6;725
LUZ;201706180830;8;754
LUZ;201706180840;5;771
LUZ;201706180850;6;789
LUZ;201706180900;5;811
LUZ;201706180910;7;828
LUZ;201706180920;5;846
LUZ;201706180930;5;863
LUZ;201706180940;4;878
LUZ;201706180950;4;892
LUZ;201706181000;5;907
LUZ;201706181010;108;925
LUZ;201706181020;41;968
LUZ;201706181030;6;936
LUZ;201706181040;4;947
LUZ;201706181050;3;954
LUZ;201706181100;3;958
LUZ;201706181110;5;967
LUZ;201706181120;3;974
LUZ;201706181130;3;973
LUZ;201706181140;2;970
LUZ;201706181150;3;971
LUZ;201706181200;6;966
LUZ;201706181210;4;966
LUZ;201706181220;5;968
LUZ;201706181230;7;962
LUZ;201706181240;6;939
LUZ;201706181250;89;914
LUZ;201706181300;174;798
LUZ;201706181310;6;905
LUZ;201706181320;3;888
LUZ;201706181330;8;871
LUZ;201706181340;5;849
LUZ;201706181350;7;833
LUZ;201706181400;8;818
LUZ;201706181410;10;796
LUZ;201706181420;8;775
LUZ;201706181430;10;748
LUZ;201706181440;8;726
LUZ;201706181450;7;702
LUZ;201706181500;10;666
LUZ;201706181510;9;647
LUZ;201706181520;7;630
LUZ;201706181530;8;600
LUZ;201706181540;9;572
LUZ;201706181550;7;541
LUZ;201706181600;9;514
LUZ;201706181610;9;483
LUZ;201706181620;8;455
LUZ;201706181630;8;427
LUZ;201706181640;14;396
LUZ;201706181650;7;369
LUZ;201706181700;18;331
LUZ;201706181710;10;292
LUZ;201706181720;14;273
LUZ;201706181730;6;251
LUZ;201706181740;8;225
LUZ;201706181750;9;199
LUZ;201706181800;9;168
LUZ;201706181810;7;137
LUZ;201706181820;8;110
LUZ;201706181830;7;88
LUZ;201706181840;6;66
LUZ;201706181850;7;26
LUZ;201706181900;2;18
LUZ;201706181910;2;13
LUZ;201706181920;1;8
LUZ;201706181930;1;3
LUZ;201706181940;1;1
LUZ;201706181950;1;0
LUZ;201706182000;0;0
LUZ;201706182010;0;0
LUZ;201706182020;0;0
LUZ;201706182030;0;0
LUZ;201706182040;0;0
LUZ;201706182050;0;0
LUZ;201706182100;0;0
LUZ;201706182110;0;0
LUZ;201706182120;0;0
LUZ;201706182130;0;0
LUZ;201706182140;0;0
LUZ;201706182150;0;0
LUZ;201706182200;1;0
LUZ;201706182210;0;0
LUZ;201706182220;0;0
LUZ;201706182230;0;0
LUZ;201706182240;0;0
LUZ;201706182250;0;0
LUZ;201706182300;0;0
LUZ;201706182310;0;0
LUZ;201706182320;0;0
LUZ;201706182330;0;0
LUZ;201706182340;0;0
LUZ;201706182350;0;0
LUZ;201706190000;0;0
LUZ;201706190010;0;0
LUZ;201706190020;0;0
LUZ;201706190030;0;0
LUZ;201706190040;0;0
LUZ;201706190050;0;0
LUZ;201706190100;0;0
LUZ;201706190110;0;0
LUZ;201706190120;0;0
LUZ;201706190130;0;0
LUZ;201706190140;0;0
LUZ;201706190150;0;0
LUZ;201706190200;0;0
LUZ;201706190210;0;0
LUZ;201706190220;0;0
LUZ;201706190230;0;0
LUZ;201706190240;0;0
LUZ;201706190250;0;0
LUZ;201706190300;0;0
LUZ;201706190310;0;0
LUZ;201706190320;1;1
LUZ;201706190330;1;3
LUZ;201706190340;1;6
LUZ;201706190350;3;13
LUZ;201706190400;4;24
LUZ;201706190410;4;37
LUZ;201706190420;5;53
LUZ;201706190430;6;72
LUZ;201706190440;7;95
LUZ;201706190450;8;120
LUZ;201706190500;6;144
LUZ;201706190510;9;173
LUZ;201706190520;8;203
LUZ;201706190530;9;230
LUZ;201706190540;8;259
LUZ;201706190550;8;285
LUZ;201706190600;8;315
LUZ;201706190610;12;346
LUZ;201706190620;43;431
LUZ;201706190630;92;407
LUZ;201706190640;124;348
LUZ;201706190650;10;488
LUZ;201706190700;15;518
LUZ;201706190710;66;551
LUZ;201706190720;121;369
LUZ;201706190730;140;401
LUZ;201706190740;142;408
LUZ;201706190750;123;636
LUZ;201706190800;169;577
LUZ;201706190810;110;379
LUZ;201706190820;197;498
LUZ;201706190830;199;612
LUZ;201706190840;160;727
LUZ;201706190850;124;735
LUZ;201706190900;208;592
LUZ;201706190910;216;588
LUZ;201706190920;212;697
LUZ;201706190930;40;882
LUZ;201706190940;258;629
LUZ;201706190950;32;893
LUZ;201706191000;42;908
LUZ;201706191010;55;895
LUZ;201706191020;118;911
LUZ;201706191030;220;781
LUZ;201706191040;182;865
LUZ;201706191050;8;932
LUZ;201706191100;153;893
LUZ;201706191110;166;885
LUZ;201706191120;276;726
LUZ;201706191130;298;464
LUZ;201706191140;137;890
LUZ;201706191150;84;901
LUZ;201706191200;6;939
LUZ;201706191210;15;929
LUZ;201706191220;3;925
LUZ;201706191230;10;919
LUZ;201706191240;6;913
LUZ;201706191250;3;906
LUZ;201706191300;12;904
LUZ;201706191310;5;880
LUZ;201706191320;4;869
LUZ;201706191330;7;852
LUZ;201706191340;6;822
LUZ;201706191350;5;819
LUZ;201706191400;13;786
LUZ;201706191410;10;761
LUZ;201706191420;18;738
LUZ;201706191430;5;712
LUZ;201706191440;9;701
LUZ;201706191450;8;681
LUZ;201706191500;8;655
LUZ;201706191510;12;627
LUZ;201706191520;6;597
LUZ;201706191530;10;573
LUZ;201706191540;12;538
LUZ;201706191550;7;511
LUZ;201706191600;9;489
LUZ;201706191610;8;460
LUZ;201706191620;7;432
LUZ;201706191630;8;402
LUZ;201706191640;10;373
LUZ;201706191650;6;345
LUZ;201706191700;9;317
LUZ;201706191710;8;289
LUZ;201706191720;9;260
LUZ;201706191730;8;229
LUZ;201706191740;7;206
LUZ;201706191750;8;178
LUZ;201706191800;7;151
LUZ;201706191810;6;128
LUZ;201706191820;6;107
LUZ;201706191830;6;86
LUZ;201706191840;6;65
LUZ;201706191850;7;31
LUZ;201706191900;2;21
LUZ;201706191910;2;14
LUZ;201706191920;2;7
LUZ;201706191930;1;3
LUZ;201706191940;0;0
LUZ;201706191950;0;0
LUZ;201706192000;0;0
LUZ;201706192010;0;0
LUZ;201706192020;0;0
LUZ;201706192030;0;0
LUZ;201706192040;0;0
LUZ;201706192050;0;0
LUZ;201706192100;0;0
LUZ;201706192110;0;0
LUZ;201706192120;0;0
LUZ;201706192130;0;0
LUZ;201706192140;0;0
LUZ;201706192150;0;0
LUZ;201706192200;0;0
LUZ;201706192210;0;0
LUZ;201706192220;0;0
LUZ;201706192230;0;0
LUZ;201706192240;0;0
LUZ;201706192250;0;0
LUZ;201706192300;0;0
LUZ;201706192310;0;0
LUZ;201706192320;0;0
LUZ;201706192330;0;0
LUZ;201706192340;0;0
LUZ;201706192350;0;0
LUZ;201706200000;0;0
LUZ;201706200010;0;0
LUZ;201706200020;0;0
LUZ;201706200030;0;0
LUZ;201706200040;0;0
LUZ;201706200050;0;0
LUZ;201706200100;0;0
LUZ;201706200110;0;0
LUZ;201706200120;0;0
LUZ;201706200130;0;0
LUZ;201706200140;0;0
LUZ;201706200150;0;0
LUZ;201706200200;0;0
LUZ;201706200210;0;0
LUZ;201706200220;0;0
LUZ;201706200230;0;0
LUZ;201706200240;0;0
LUZ;201706200250;0;0
LUZ;201706200300;0;0
LUZ;201706200310;0;0
LUZ;201706200320;0;0
LUZ;201706200330;0;1
LUZ;201706200340;1;3
LUZ;201706200350;1;7
LUZ;201706200400;2;11
LUZ;201706200410;4;22
LUZ;201706200420;1;28
LUZ;201706200430;5;39
LUZ;201706200440;13;67
LUZ;201706200450;16;81
LUZ;201706200500;24;112
LUZ;201706200510;12;174
LUZ;201706200520;23;185
LUZ;201706200530;39;171
LUZ;201706200540;16;220
LUZ;201706200550;15;258
LUZ;201706200600;9;295
LUZ;201706200610;10;327
LUZ;201706200620;8;358
LUZ;201706200630;7;386
LUZ;201706200640;6;410
LUZ;201706200650;8;437
LUZ;201706200700;9;468
LUZ;201706200710;9;501
LUZ;201706200720;9;527
LUZ;201706200730;9;559
LUZ;201706200740;8;585
LUZ;201706200750;8;611
LUZ;201706200800;6;634
LUZ;201706200810;6;659
LUZ;201706200820;9;685
LUZ;201706200830;4;709
LUZ;201706200840;8;722
LUZ;201706200850;10;748
LUZ;201706200900;6;776
LUZ;201706200910;7;797
LUZ;201706200920;3;810
LUZ;201706200930;5;823
LUZ;201706200940;5;840
LUZ;201706200950;4;845
LUZ;201706201000;6;864
LUZ;201706201010;7;885
LUZ;201706201020;6;899
LUZ;201706201030;5;904
LUZ;201706201040;3;908
LUZ;201706201050;5;918
LUZ;201706201100;6;925
LUZ;201706201110;11;941
LUZ;201706201120;10;950
LUZ;201706201130;6;939
LUZ;201706201140;4;939
LUZ;201706201150;3;942
LUZ;201706201200;4;934
LUZ;201706201210;7;926
LUZ;201706201220;5;927
LUZ;201706201230;267;794
LUZ;201706201240;4;915
LUZ;201706201250;198;834
LUZ;201706201300;68;878
LUZ;201706201310;8;873
LUZ;201706201320;4;870
LUZ;201706201330;10;863
LUZ;201706201340;7;846
LUZ;201706201350;40;819
LUZ;201706201400;75;799
LUZ;201706201410;48;792
LUZ;201706201420;6;755
LUZ;201706201430;8;733
LUZ;201706201440;7;712
LUZ;201706201450;4;698
LUZ;201706201500;74;648
LUZ;201706201510;240;414
LUZ;201706201520;105;615
LUZ;201706201530;47;505
LUZ;201706201540;43;360
LUZ;201706201550;24;303
LUZ;201706201600;32;296
LUZ;201706201610;33;316
LUZ;201706201620;34;312
LUZ;201706201630;139;419
LUZ;201706201640;68;470
LUZ;201706201650;115;338
LUZ;201706201700;12;377
LUZ;201706201710;59;329
LUZ;201706201720;31;303
LUZ;201706201730;22;259
LUZ;201706201740;24;210
LUZ;201706201750;11;194
LUZ;201706201800;15;181
LUZ;201706201810;11;144
LUZ;201706201820;11;100
LUZ;201706201830;11;64
LUZ;201706201840;11;54
LUZ;201706201850;5;24
LUZ;201706201900;2;14
LUZ;201706201910;1;9
LUZ;201706201920;1;6
LUZ;201706201930;1;2
LUZ;201706201940;0;0
LUZ;201706201950;0;0
LUZ;201706202000;0;0
LUZ;201706202010;0;0
LUZ;201706202020;0;0
LUZ;201706202030;0;0
LUZ;201706202040;0;0
LUZ;201706202050;0;0
LUZ;201706202100;0;0
LUZ;201706202110;0;0
LUZ;201706202120;0;0
LUZ;201706202130;0;0
LUZ;201706202140;0;0
LUZ;201706202150;0;0
LUZ;201706202200;0;0
LUZ;201706202210;0;0
LUZ;201706202220;0;0
LUZ;201706202230;0;0
LUZ;201706202240;0;0
LUZ;201706202250;0;0
LUZ;201706202300;0;0
LUZ;201706202310;0;0
LUZ;201706202320;0;0
LUZ;201706202330;0;0
LUZ;201706202340;0;0
LUZ;201706202350;0;0
LUZ;201706210000;0;0
LUZ;201706210010;0;0
LUZ;201706210020;0;0
LUZ;201706210030;0;0
LUZ;201706210040;0;0
LUZ;201706210050;0;0
LUZ;201706210100;0;0
LUZ;201706210110;0;0
LUZ;201706210120;0;0
LUZ;201706210130;0;0
LUZ;201706210140;0;0
LUZ;201706210150;0;0
LUZ;201706210200;0;0
LUZ;201706210210;0;0
LUZ;201706210220;0;0
LUZ;201706210230;0;0
LUZ;201706210240;0;0
LUZ;201706210250;0;0
LUZ;201706210300;0;0
LUZ;201706210310;0;0
LUZ;201706210320;0;0
LUZ;201706210330;1;2
LUZ;201706210340;1;6
LUZ;201706210350;4;14
LUZ;201706210400;3;25
LUZ;201706210410;2;31
LUZ;201706210420;6;44
LUZ;201706210430;14;78
LUZ;201706210440;6;88
LUZ;201706210450;9;102
LUZ;201706210500;16;142
LUZ;201706210510;8;145
LUZ;201706210520;10;165
LUZ;201706210530;13;186
LUZ;201706210540;22;215
LUZ;201706210550;17;256
LUZ;201706210600;28;236
LUZ;201706210610;27;316
LUZ;201706210620;8;355
LUZ;201706210630;19;368
LUZ;201706210640;13;410
LUZ;201706210650;12;439
LUZ;201706210700;10;482
LUZ;201706210710;11;493
LUZ;201706210720;13;519
LUZ;201706210730;22;525
LUZ;201706210740;20;570
LUZ;201706210750;17;607
LUZ;201706210800;12;634
LUZ;201706210810;58;601
LUZ;201706210820;20;633
LUZ;201706210830;16;672
LUZ;201706210840;23;715
LUZ;201706210850;33;717
LUZ;201706210900;36;723
LUZ;201706210910;15;756
LUZ;201706210920;20;788
LUZ;201706210930;6;805
LUZ;201706210940;3;819
LUZ;201706210950;4;834
LUZ;201706211000;3;838
LUZ;201706211010;5;847
LUZ;201706211020;4;859
LUZ;201706211030;4;871
LUZ;201706211040;4;869
LUZ;201706211050;4;880
LUZ;201706211100;13;886
LUZ;201706211110;232;766
LUZ;201706211120;3;911
LUZ;201706211130;11;917
LUZ;201706211140;10;917
LUZ;201706211150;4;918
LUZ;201706211200;3;911
LUZ;201706211210;5;905
LUZ;201706211220;6;892
LUZ;201706211230;5;887
LUZ;201706211240;7;878
LUZ;201706211250;5;858
LUZ;201706211300;2;847
LUZ;201706211310;11;826
LUZ;201706211320;4;806
LUZ;201706211330;4;798
LUZ;201706211340;6;785
LUZ;201706211350;4;774
LUZ;201706211400;4;761
LUZ;201706211410;2;752
LUZ;201706211420;66;703
LUZ;201706211430;8;721
LUZ;201706211440;12;688
LUZ;201706211450;9;655
LUZ;201706211500;7;640
LUZ;201706211510;8;617
LUZ;201706211520;9;595
LUZ;201706211530;13;561
LUZ;201706211540;7;531
LUZ;201706211550;9;507
LUZ;201706211600;55;455
LUZ;201706211610;14;446
LUZ;201706211620;10;419
LUZ;201706211630;11;384
LUZ;201706211640;99;279
LUZ;201706211650;8;345
LUZ;201706211700;43;303
LUZ;201706211710;11;292
LUZ;201706211720;11;250
LUZ;201706211730;8;220
LUZ;201706211740;10;191
LUZ;201706211750;9;159
LUZ;201706211800;5;132
LUZ;201706211810;6;106
LUZ;201706211820;8;81
LUZ;201706211830;3;65
LUZ;201706211840;5;50
LUZ;201706211850;4;31
LUZ;201706211900;3;21
LUZ;201706211910;2;14
LUZ;201706211920;2;8
LUZ;201706211930;1;3
LUZ;201706211940;0;0
LUZ;201706211950;0;0
LUZ;201706212000;0;0
LUZ;201706212010;0;0
LUZ;201706212020;0;0
LUZ;201706212030;0;0
LUZ;201706212040;0;0
LUZ;201706212050;0;0
LUZ;201706212100;0;0
LUZ;201706212110;0;0
LUZ;201706212120;0;0
LUZ;201706212130;0;0
LUZ;201706212140;0;0
LUZ;201706212150;0;0
LUZ;201706212200;0;0
LUZ;201706212210;0;0
LUZ;201706212220;0;0
LUZ;201706212230;0;0
LUZ;201706212240;0;0
LUZ;201706212250;0;0
LUZ;201706212300;0;0
LUZ;201706212310;0;0
LUZ;201706212320;0;0
LUZ;201706212330;0;0
LUZ;201706212340;0;0
LUZ;201706212350;0;0
LUZ;201706220000;0;0
LUZ;201706220010;0;0
LUZ;201706220020;0;0
LUZ;201706220030;0;0
LUZ;201706220040;0;0
LUZ;201706220050;0;0
LUZ;201706220100;0;0
LUZ;201706220110;0;0
LUZ;201706220120;0;0
LUZ;201706220130;0;0
LUZ;201706220140;0;0
LUZ;201706220150;0;0
LUZ;201706220200;0;0
LUZ;201706220210;0;0
LUZ;201706220220;0;0
LUZ;201706220230;0;0
LUZ;201706220240;0;0
LUZ;201706220250;0;0
LUZ;201706220300;0;0
LUZ;201706220310;0;0
LUZ;201706220320;0;0
LUZ;201706220330;1;2
LUZ;201706220340;1;5
LUZ;201706220350;2;12
LUZ;201706220400;2;18
LUZ;201706220410;2;23
LUZ;201706220420;3;32
LUZ;201706220430;2;32
LUZ;201706220440;12;53
LUZ;201706220450;12;88
LUZ;201706220500;7;120
LUZ;201706220510;7;145
LUZ;201706220520;8;173
LUZ;201706220530;7;196
LUZ;201706220540;9;226
LUZ;201706220550;9;255
LUZ;201706220600;9;287
LUZ;201706220610;6;311
LUZ;201706220620;9;339
LUZ;201706220630;9;367
LUZ;201706220640;9;400
LUZ;201706220650;8;430
LUZ;201706220700;9;458
LUZ;201706220710;8;489
LUZ;201706220720;7;517
LUZ;201706220730;8;543
LUZ;201706220740;9;568
LUZ;201706220750;8;595
LUZ;201706220800;8;620
LUZ;201706220810;7;645
LUZ;201706220820;7;671
LUZ;201706220830;7;693
LUZ;201706220840;5;714
LUZ;201706220850;6;734
LUZ;201706220900;5;753
LUZ;201706220910;5;770
LUZ;201706220920;4;786
LUZ;201706220930;6;803
LUZ;201706220940;4;816
LUZ;201706220950;6;832
LUZ;201706221000;11;839
LUZ;201706221010;10;845
LUZ;201706221020;3;858
LUZ;201706221030;3;866
LUZ;201706221040;7;872
LUZ;201706221050;3;885
LUZ;201706221100;12;880
LUZ;201706221110;10;876
LUZ;201706221120;14;882
LUZ;201706221130;6;881
